property_id,location,latitude,longitude,sqft,BHK,buy_year,sell_year,buy_price,sell_price
2361,Jayanagar,12.921018,77.585936,2423,1,2020,2023,25470813,30188104
2362,Whitefield,12.963994,77.749895,3644,4,2022,2026,21319191,28935657
2363,Indiranagar,12.980232,77.638676,3704,3,2015,2016,42969861,47170332
2364,Electronic City,12.846685,77.664032,1322,2,2016,2021,5713097,9307519
2365,Hebbal,13.043789,77.602572,3690,1,2018,2022,28506714,38347425
2366,Electronic City,12.84521,77.665349,1521,5,2017,2020,6611394,8460962
2367,BTM,12.924439,77.612673,774,2,2015,2020,5234849,8569720
2368,Electronic City,12.837923,77.669848,2465,4,2021,2023,12009728,13989579
2369,BTM,12.926207,77.610933,2397,3,2020,2022,18393136,22319933
2370,Electronic City,12.848235,77.651926,2179,5,2021,2024,10254306,13300159
2371,Jayanagar,12.929578,77.602315,3027,2,2017,2018,34517459,37809428
2372,Jayanagar,12.93311,77.594551,1190,1,2022,2026,12434134,17709113
2373,Indiranagar,12.970538,77.635685,2050,2,2015,2019,26473655,41434129
2374,BTM,12.919873,77.604048,3984,4,2020,2023,26310336,32537542
2375,Jayanagar,12.93152,77.589472,1457,2,2020,2021,14873364,16234796
2376,Whitefield,12.971198,77.755682,3420,3,2017,2019,17166553,21480063
2377,Electronic City,12.848393,77.666917,3336,4,2018,2021,15227718,18254525
2378,Indiranagar,12.970859,77.637237,3854,5,2019,2023,43758012,63112972
2379,Whitefield,12.972821,77.750005,1131,2,2016,2017,6810795,7201612
2380,Jayanagar,12.917911,77.602592,3611,4,2015,2018,38892487,46064388
2381,BTM,12.907013,77.618809,2127,2,2017,2018,16161091,17214282
2382,Electronic City,12.838275,77.658324,3827,3,2018,2020,16655783,18898453
2383,Whitefield,12.975987,77.744312,3210,5,2020,2024,16687463,25720393
2384,Electronic City,12.853778,77.658372,2697,5,2018,2021,12058130,14448907
2385,BTM,12.911577,77.609363,1418,4,2021,2024,9073599,11333064
2386,Electronic City,12.847906,77.66768,3232,5,2020,2025,14247148,21801093
2387,Whitefield,12.9685,77.752034,666,5,2021,2023,3583082,4167388
2388,Hebbal,13.028166,77.597213,1217,1,2022,2026,10690657,13463045
2389,Hebbal,13.040839,77.589133,3443,3,2019,2022,27425996,36560727
2390,Electronic City,12.841096,77.656531,1880,4,2018,2022,9103811,11234347
2391,BTM,12.910851,77.604975,1814,3,2016,2019,12852438,15209480
2392,Electronic City,12.848325,77.655574,3546,3,2021,2026,15597748,26628940
2393,Jayanagar,12.929069,77.589644,3208,5,2018,2023,33035624,48552643
2394,Jayanagar,12.929127,77.592539,1356,4,2022,2026,16309543,20864751
2395,Indiranagar,12.964893,77.640247,902,4,2017,2018,10956215,11939307
2396,Whitefield,12.971174,77.744842,2431,4,2017,2018,12788066,13638060
2397,BTM,12.90928,77.611337,1361,3,2016,2020,8917014,13685731
2398,Electronic City,12.846003,77.664106,1467,4,2019,2024,6561807,8700265
2399,Indiranagar,12.968713,77.631809,1327,5,2018,2021,17275903,22657269
2400,Whitefield,12.96494,77.744323,1110,4,2021,2024,6252331,7695504
2401,Jayanagar,12.920605,77.585064,1215,1,2017,2021,13533663,19597495
2402,Electronic City,12.849389,77.651498,3208,4,2022,2025,14372218,17033075
2403,Indiranagar,12.967915,77.641173,3557,5,2016,2017,41072147,45810274
2404,Jayanagar,12.920499,77.600443,1330,4,2019,2021,15855594,19377668
2405,Jayanagar,12.931858,77.593805,3006,5,2015,2017,31630695,36415340
2406,Whitefield,12.966682,77.753916,2403,2,2017,2020,12094816,14533180
2407,Hebbal,13.032348,77.605315,1784,1,2020,2022,14713285,16515827
2408,Electronic City,12.84683,77.659206,2999,2,2020,2021,13685057,14639327
2409,Indiranagar,12.97147,77.645733,1974,5,2020,2023,22975448,27382218
2410,Whitefield,12.974295,77.751597,3167,1,2019,2023,16882379,22458363
2411,Indiranagar,12.969626,77.63221,3830,4,2020,2025,42324502,66079676
2412,Hebbal,13.032726,77.598,1175,3,2020,2022,8606666,10091241
2413,Indiranagar,12.970182,77.644388,836,1,2016,2017,9408616,9947760
2414,BTM,12.918203,77.605968,1475,1,2019,2021,10183793,11530383
2415,Jayanagar,12.933785,77.587882,3346,5,2021,2026,39948315,59641372
2416,BTM,12.912198,77.607783,3949,3,2017,2022,27434634,36111742
2417,Electronic City,12.851587,77.664575,1822,5,2016,2020,8765348,12503057
2418,Hebbal,13.043708,77.588669,2971,5,2020,2025,25553192,39961003
2419,BTM,12.924525,77.617031,3637,5,2021,2025,24772351,38203684
2420,Whitefield,12.961262,77.740836,1957,4,2015,2017,10340122,12292273
2421,Indiranagar,12.965143,77.650333,740,2,2018,2020,8919900,11115196
2422,Indiranagar,12.970121,77.641521,1325,4,2019,2020,17317489,19002191
2423,Hebbal,13.041048,77.590344,3182,2,2015,2019,27624025,36020359
2424,BTM,12.920474,77.612301,3045,5,2017,2018,23230664,25685803
2425,Whitefield,12.966382,77.746911,2155,1,2018,2023,11025474,14614500
2426,Electronic City,12.841535,77.664308,2859,2,2018,2019,11654481,12996102
2427,BTM,12.921431,77.612285,2321,5,2015,2017,16131093,18676045
2428,Hebbal,13.039472,77.606741,1877,2,2019,2020,15097872,16766413
2429,BTM,12.916854,77.605854,2006,5,2021,2025,14295763,18727224
2430,Whitefield,12.968953,77.748601,1501,2,2019,2021,8132897,9952307
2431,Indiranagar,12.973157,77.634541,749,4,2017,2018,9145274,9802906
2432,BTM,12.908352,77.618554,2389,4,2020,2021,16960578,18057832
2433,Jayanagar,12.918013,77.588314,3994,5,2019,2023,41429425,60827527
2434,Indiranagar,12.969585,77.634055,2879,1,2020,2025,37055709,58641255
2435,Jayanagar,12.919324,77.59572,707,1,2016,2020,7013572,9464706
2436,Indiranagar,12.97688,77.635889,3482,4,2021,2022,42771755,46999911
2437,BTM,12.918949,77.607363,3118,5,2015,2018,20855887,28275779
2438,Indiranagar,12.976348,77.645857,1354,4,2015,2019,16691007,21145634
2439,Whitefield,12.965244,77.754263,2836,2,2016,2021,15381384,23655658
2440,Jayanagar,12.926174,77.584891,2655,3,2017,2018,29489556,31889451
2441,Hebbal,13.038766,77.596734,3074,5,2018,2021,26490537,32962978
2442,Whitefield,12.962444,77.744829,2407,3,2020,2025,12727269,20506646
2443,Indiranagar,12.975298,77.646552,3172,2,2017,2018,41610645,45030882
2444,Whitefield,12.979262,77.740239,674,4,2017,2019,3846427,4358621
2445,Whitefield,12.96715,77.751646,3944,5,2016,2019,23485042,32292430
2446,Electronic City,12.850862,77.656392,2361,1,2016,2020,10863113,15856807
2447,Whitefield,12.962097,77.748924,897,1,2018,2020,5160838,6230646
2448,Indiranagar,12.97478,77.637952,907,5,2019,2020,9812627,10907721
2449,Electronic City,12.851154,77.663117,2605,1,2017,2019,10762506,12857534
2450,BTM,12.913234,77.611264,2196,3,2020,2023,14968617,20626948
2451,Indiranagar,12.967779,77.647848,1215,4,2016,2021,14233786,18277320
2452,BTM,12.923285,77.617669,2706,3,2018,2019,18235496,19166302
2453,Indiranagar,12.972404,77.644855,2048,4,2015,2019,22205068,29442580
2454,Indiranagar,12.979762,77.636729,1926,3,2021,2024,22275194,27078610
2455,Electronic City,12.84013,77.661079,1237,5,2022,2027,6008235,10266123
2456,Indiranagar,12.965813,77.647516,2806,5,2020,2021,31643708,33589556
2457,BTM,12.92036,77.614847,3009,5,2018,2021,22600535,29026357
2458,Jayanagar,12.933004,77.598117,615,2,2020,2024,7177491,9745403
2459,Indiranagar,12.964232,77.651128,954,1,2018,2023,11629314,17016582
2460,BTM,12.908082,77.613102,2008,3,2017,2018,13039097,14254784
2461,Hebbal,13.026934,77.594516,1374,2,2016,2017,11969754,12978800
2462,Whitefield,12.963148,77.758169,3288,3,2018,2023,18510398,26347054
2463,Electronic City,12.840798,77.669591,2190,2,2016,2017,10122977,10641357
2464,Whitefield,12.970568,77.7592,668,3,2020,2023,3457203,4603180
2465,Hebbal,13.033513,77.599007,2594,5,2015,2018,20689800,24005815
2466,Hebbal,13.03314,77.594371,3577,2,2019,2022,30996445,42445924
2467,Hebbal,13.039751,77.598295,2683,3,2021,2026,22363251,30890609
2468,Electronic City,12.848148,77.663415,2148,5,2019,2021,10263458,11606125
2469,BTM,12.921283,77.618375,949,3,2016,2017,6007919,6583801
2470,Hebbal,13.039018,77.596453,2331,2,2018,2019,16826030,18066292
2471,Electronic City,12.842041,77.650637,3184,1,2015,2018,15634106,21454826
2472,BTM,12.917499,77.6062,2064,2,2019,2024,13241107,19289834
2473,Jayanagar,12.934459,77.595931,1153,4,2016,2021,11478851,15349369
2474,Indiranagar,12.963405,77.634784,3187,3,2016,2017,39361661,41982562
2475,Jayanagar,12.924821,77.589475,1208,5,2018,2023,11974505,19417531
2476,Whitefield,12.97397,77.757259,2872,1,2017,2021,17258230,25502163
2477,Electronic City,12.838584,77.660309,3989,4,2021,2025,17123550,23778299
2478,Jayanagar,12.933321,77.601236,1031,4,2018,2020,12388569,14569800
2479,Jayanagar,12.916257,77.600939,3811,3,2020,2023,39741548,47896409
2480,BTM,12.914893,77.609546,818,5,2017,2019,5969349,6600432
2481,Whitefield,12.966934,77.742625,3181,5,2022,2027,16708620,26509604
2482,Whitefield,12.961909,77.740741,989,2,2017,2020,5316717,6165629
2483,BTM,12.923933,77.60233,2882,2,2016,2021,21998990,31508181
2484,Jayanagar,12.931589,77.58627,3785,3,2020,2024,43655191,62192526
2485,BTM,12.920643,77.618239,2795,4,2016,2019,18443486,24168699
2486,Whitefield,12.969539,77.754603,3163,1,2021,2026,17246297,27621946
2487,Electronic City,12.851116,77.658848,3263,3,2015,2016,13260265,14105795
2488,Whitefield,12.978562,77.754244,3350,3,2016,2021,17907623,23265954
2489,Jayanagar,12.916354,77.600845,3549,1,2016,2020,38840167,50907930
2490,Hebbal,13.036155,77.599776,2385,4,2022,2025,18827913,24019900
2491,Jayanagar,12.927389,77.594635,3822,4,2022,2024,45492708,56276550
2492,Indiranagar,12.978973,77.637409,3741,2,2018,2021,48862332,66091827
2493,Whitefield,12.974513,77.758158,633,5,2019,2023,3388669,5253027
2494,BTM,12.913352,77.605391,2234,3,2022,2024,15381085,18914950
2495,Jayanagar,12.929279,77.59587,616,4,2019,2021,7127874,8823803
2496,Jayanagar,12.915065,77.597133,1353,5,2021,2023,14376108,16676232
2497,Jayanagar,12.925533,77.598084,1678,2,2018,2019,18098381,19146901
2498,BTM,12.915483,77.601843,1035,1,2015,2017,6770610,8354258
2499,Electronic City,12.845475,77.663847,1882,5,2020,2024,8905184,12931347
2500,BTM,12.92273,77.61466,3156,2,2015,2016,23170711,24569998
2501,Indiranagar,12.972194,77.636665,2828,1,2018,2021,31419399,39570161
2502,Hebbal,13.036632,77.587193,2161,2,2015,2017,15575923,18337663
2503,Electronic City,12.837024,77.665136,1133,3,2021,2025,5005209,7437861
2504,Electronic City,12.854953,77.650526,3068,3,2022,2023,14566141,15807592
2505,Indiranagar,12.962184,77.633184,1804,2,2016,2020,23154203,35341289
2506,Whitefield,12.964239,77.750484,2656,1,2019,2020,13870249,15348476
2507,BTM,12.912917,77.615416,864,5,2022,2023,5899873,6424301
2508,Hebbal,13.028201,77.601535,1121,4,2019,2022,8745403,10389425
2509,BTM,12.923978,77.603908,3243,3,2022,2025,22525163,27220845
2510,Indiranagar,12.976256,77.644139,673,3,2022,2026,8435530,10292845
2511,Jayanagar,12.915245,77.6007,3968,1,2020,2025,41816546,55741573
2512,Whitefield,12.960517,77.741985,1442,3,2015,2019,8019102,11650550
2513,Jayanagar,12.92917,77.585435,2555,3,2021,2026,26199439,44251946
2514,Indiranagar,12.971455,77.650641,2104,1,2020,2025,26981620,36213805
2515,Whitefield,12.978781,77.745287,1196,4,2020,2022,6903114,8390918
2516,Whitefield,12.97564,77.758202,1138,2,2018,2020,6084973,7084257
2517,Hebbal,13.045052,77.604075,3819,5,2016,2018,29395650,35069826
2518,Jayanagar,12.931921,77.597266,1613,2,2018,2021,17504961,20591827
2519,Indiranagar,12.97308,77.648112,3056,5,2018,2022,38255325,50129389
2520,Indiranagar,12.979312,77.650214,1483,1,2020,2024,16858633,20880962
2521,Indiranagar,12.976486,77.643428,2916,5,2017,2019,36611310,44518077
2522,Hebbal,13.045264,77.590656,1359,3,2022,2027,11110268,16159040
2523,Jayanagar,12.915303,77.598427,3634,2,2017,2019,38879118,45915240
2524,Hebbal,13.043791,77.605221,2281,4,2021,2024,17007511,23522282
2525,BTM,12.914805,77.604825,3308,5,2022,2025,24548151,30950143
2526,Hebbal,13.029392,77.587916,2265,3,2015,2016,19430962,20695961
2527,Jayanagar,12.917896,77.586963,1822,2,2018,2019,20750778,22046561
2528,Electronic City,12.850802,77.662607,762,5,2017,2018,3415150,3784072
2529,Whitefield,12.966656,77.753249,2265,5,2017,2018,12369849,13843308
2530,Whitefield,12.96425,77.740974,3520,2,2018,2020,18958140,22755884
2531,BTM,12.919014,77.602975,2325,4,2017,2019,15747014,17913989
2532,Hebbal,13.028199,77.594474,949,4,2020,2024,8151892,10412539
2533,Indiranagar,12.964271,77.63876,3512,2,2018,2020,41957471,49389370
2534,Electronic City,12.851111,77.662278,3248,2,2021,2022,13712588,15063425
2535,Whitefield,12.965452,77.753998,1920,2,2021,2024,9739655,13596079
2536,BTM,12.921843,77.600829,780,1,2018,2023,5628252,9048813
2537,Jayanagar,12.932415,77.593949,3779,2,2016,2020,40061025,51188441
2538,BTM,12.911929,77.619908,1769,5,2021,2023,11188912,12775237
2539,Electronic City,12.838343,77.667213,3487,5,2021,2024,16875569,22579594
2540,Electronic City,12.841894,77.670204,3983,5,2019,2021,19368395,22728434
2541,Indiranagar,12.980099,77.642045,3889,1,2020,2024,44359561,59451486
2542,BTM,12.921776,77.609248,1993,2,2015,2019,14589671,18946349
2543,Whitefield,12.960414,77.748654,3252,4,2017,2020,17695017,21155145
2544,Jayanagar,12.915893,77.601595,1182,5,2021,2023,13194549,14557744
2545,Electronic City,12.850136,77.668307,1743,5,2021,2022,8473173,9183271
2546,Indiranagar,12.969031,77.645698,2057,1,2017,2021,24392615,35758810
2547,Whitefield,12.961801,77.756143,2322,2,2022,2024,11952733,14036647
2548,Electronic City,12.846604,77.652855,2595,1,2022,2027,12274900,17929171
2549,Indiranagar,12.970029,77.632786,3959,1,2020,2025,49855244,71690509
2550,Indiranagar,12.978329,77.636622,3709,2,2015,2020,43214291,67057675
2551,Whitefield,12.972919,77.740557,1496,2,2019,2023,8752773,12791366
2552,Electronic City,12.852209,77.655801,1972,4,2017,2020,9329752,11236047
2553,Indiranagar,12.970193,77.635639,1426,1,2017,2021,18647756,24208095
2554,Electronic City,12.837462,77.657278,1049,3,2017,2018,4593834,5009222
2555,Hebbal,13.030898,77.596949,3675,5,2020,2023,27080926,35617057
2556,Jayanagar,12.925916,77.602673,2523,5,2022,2025,28693543,33960725
2557,BTM,12.908867,77.609282,1054,3,2020,2022,7520851,8569073
2558,Hebbal,13.04447,77.596753,3873,3,2018,2023,32164980,47162464
2559,Indiranagar,12.976176,77.634683,3264,5,2022,2026,40040237,61673584
2560,BTM,12.918645,77.615088,2744,1,2016,2021,18718545,25030614
2561,Jayanagar,12.933226,77.590028,3823,4,2022,2023,45152322,48303607
2562,Indiranagar,12.966533,77.635006,2039,2,2015,2017,22150350,25333213
2563,Whitefield,12.979353,77.740414,955,5,2015,2019,5607854,7438750
2564,BTM,12.915149,77.603759,3130,3,2022,2024,23367067,27082911
2565,BTM,12.922719,77.619485,3367,3,2016,2017,25660810,28346121
2566,Indiranagar,12.965368,77.632477,1156,4,2022,2027,15060288,24958054
2567,Indiranagar,12.974916,77.635272,3621,4,2017,2020,39384177,51570929
2568,BTM,12.916281,77.604328,2113,1,2017,2021,16100277,19889759
2569,Indiranagar,12.979131,77.633647,717,3,2020,2021,8531484,9086327
2570,BTM,12.914451,77.601951,1560,3,2021,2022,9890062,10700086
2571,Whitefield,12.974718,77.754323,2552,5,2022,2024,14714184,16582971
2572,Electronic City,12.83733,77.653821,2268,1,2019,2023,10485600,16201846
2573,Jayanagar,12.917844,77.58732,672,2,2022,2023,7111950,7940539
2574,Electronic City,12.850334,77.666243,1235,4,2018,2020,5015667,5698994
2575,Jayanagar,12.921763,77.586464,3099,2,2020,2021,37110203,40096797
2576,Indiranagar,12.971509,77.650873,3295,1,2015,2017,36310383,43614961
2577,BTM,12.912839,77.604642,1506,5,2017,2018,11512580,12346628
2578,Jayanagar,12.921505,77.585929,873,5,2016,2018,9430542,11364372
2579,Jayanagar,12.917387,77.593045,1392,5,2022,2025,15275057,18485028
2580,Hebbal,13.037066,77.590277,3266,2,2022,2025,25534888,33450893
2581,BTM,12.913333,77.603062,3877,2,2015,2020,26380046,40824041
2582,Whitefield,12.973285,77.744187,1436,4,2018,2022,8605655,11427904
2583,BTM,12.917451,77.609965,3986,2,2020,2024,25312545,34825927
2584,Indiranagar,12.964045,77.637571,634,5,2020,2024,8355193,12637628
2585,Indiranagar,12.979879,77.650322,3681,2,2019,2023,45065214,69248578
2586,Indiranagar,12.968594,77.649128,3772,2,2022,2023,46532736,49835600
2587,Whitefield,12.96967,77.747089,2906,4,2016,2018,16804130,19671693
2588,Hebbal,13.040942,77.600234,982,4,2020,2024,7820291,11256873
2589,BTM,12.910006,77.60838,2973,4,2017,2020,20627064,24152746
2590,Electronic City,12.839883,77.654887,2792,5,2019,2022,12706303,16086007
2591,Whitefield,12.962669,77.746836,1684,1,2022,2023,8440732,9285594
2592,Whitefield,12.965796,77.740634,1777,2,2019,2024,9730985,13822917
2593,Jayanagar,12.931444,77.584624,3978,3,2022,2025,47195992,59676416
2594,Jayanagar,12.920847,77.598498,868,1,2019,2023,8948673,12847080
2595,Indiranagar,12.965417,77.64163,1656,4,2021,2024,20132144,24514493
2596,BTM,12.916864,77.616073,1797,1,2021,2023,11729131,13824763
2597,Electronic City,12.845928,77.656946,3002,1,2022,2025,14585662,20204834
2598,Whitefield,12.968562,77.745044,2930,2,2022,2023,14607434,15637362
2599,Electronic City,12.85434,77.654445,2866,3,2016,2019,12210821,14783571
2600,Hebbal,13.045506,77.596102,2735,2,2020,2025,21878779,34519584
2601,Hebbal,13.0449,77.592299,639,4,2015,2018,5488936,6966035
2602,Hebbal,13.044587,77.59938,2267,4,2017,2022,16986815,29406257
2603,Indiranagar,12.979707,77.633528,2722,5,2019,2024,33130254,50623770
2604,BTM,12.923801,77.614577,2692,4,2022,2024,17194711,20558200
2605,Whitefield,12.973482,77.75407,1354,3,2017,2018,7212897,7888747
2606,BTM,12.914437,77.605259,601,5,2022,2023,4034814,4495136
2607,Indiranagar,12.97867,77.641501,2684,1,2020,2024,34485518,48240788
2608,Electronic City,12.843455,77.65061,3167,3,2015,2018,14590830,19393370
2609,Jayanagar,12.930817,77.603615,1386,2,2020,2023,14078298,17410216
2610,Electronic City,12.841712,77.667929,868,1,2018,2021,3657886,4837265
2611,BTM,12.918999,77.610515,3832,5,2019,2024,27028526,36060939
2612,Jayanagar,12.92906,77.595122,903,5,2017,2022,10417722,16796155
2613,Electronic City,12.844801,77.65153,3385,3,2019,2020,14045161,14970541
2614,Indiranagar,12.97343,77.632237,1378,2,2015,2019,16460254,22250183
2615,Jayanagar,12.927482,77.585095,1720,2,2022,2025,17227242,22455798
2616,Whitefield,12.968299,77.750538,3692,4,2016,2021,21713034,37861171
2617,Hebbal,13.039918,77.59862,3223,3,2019,2020,28253143,31521728
2618,BTM,12.921029,77.607943,1403,3,2021,2024,10572841,12930718
2619,Indiranagar,12.9792,77.648799,3420,2,2018,2020,41835886,49780470
2620,BTM,12.923528,77.618509,3475,1,2016,2019,23380819,30048889
2621,Indiranagar,12.962471,77.644168,1884,2,2018,2021,23499119,29158109
2622,BTM,12.916411,77.619409,3305,5,2016,2021,23859389,30736775
2623,Whitefield,12.96675,77.754216,2871,4,2017,2022,14989862,22746175
2624,Hebbal,13.029842,77.599356,3193,4,2015,2019,25518306,32924569
2625,Hebbal,13.027386,77.60454,3653,2,2020,2022,27041972,30759277
2626,BTM,12.908213,77.618476,1320,3,2021,2026,8713450,11296830
2627,Hebbal,13.039561,77.601376,854,4,2015,2019,6920534,8711889
2628,Jayanagar,12.915719,77.60158,2333,2,2022,2023,24041726,25379680
2629,Electronic City,12.849611,77.658617,938,1,2021,2023,3914672,4653140
2630,BTM,12.916983,77.603319,1092,5,2019,2023,7442129,10237142
2631,Indiranagar,12.976652,77.633774,1446,3,2016,2017,16319506,18230793
2632,Electronic City,12.84644,77.656992,1952,1,2016,2021,8185946,12791422
2633,Indiranagar,12.971082,77.645679,1702,5,2015,2017,21147696,26156841
2634,Whitefield,12.966519,77.745189,3709,1,2022,2025,19858936,25343720
2635,Electronic City,12.840963,77.654508,2214,1,2018,2019,9096846,10106512
2636,Electronic City,12.848908,77.661406,1299,5,2020,2023,5493008,7449892
2637,BTM,12.906809,77.607503,2673,1,2017,2019,18672293,22282433
2638,Electronic City,12.840151,77.65616,2421,3,2019,2021,10938643,13333364
2639,BTM,12.915325,77.609057,1706,1,2015,2017,13025549,14533354
2640,Jayanagar,12.929331,77.601731,1695,3,2017,2019,18574991,21798351
2641,Jayanagar,12.928483,77.591885,1614,2,2020,2021,17530250,18459604
2642,Indiranagar,12.979636,77.649911,838,4,2018,2022,9157369,12829742
2643,Indiranagar,12.978445,77.636114,2799,1,2017,2019,35855106,44650401
2644,BTM,12.923069,77.615865,2340,4,2020,2024,16172243,20817262
2645,Electronic City,12.854298,77.669579,2585,4,2018,2019,11952704,12884792
2646,Whitefield,12.966436,77.754679,2091,5,2018,2022,12574021,19170383
2647,Indiranagar,12.969243,77.643199,785,1,2018,2022,9391401,13923060
2648,Hebbal,13.027317,77.590856,1299,4,2018,2019,10470872,11653077
2649,Whitefield,12.977426,77.742697,1399,5,2020,2023,8342199,10166117
2650,Electronic City,12.853194,77.663132,3602,4,2020,2025,14690278,18990681
2651,Electronic City,12.852747,77.651734,975,3,2020,2022,3972261,4940494
2652,BTM,12.912791,77.616661,3493,5,2015,2020,25914421,43583940
2653,Indiranagar,12.976566,77.64134,2875,4,2016,2018,35761831,39665072
2654,Indiranagar,12.968379,77.634201,3892,5,2019,2021,43472993,53313178
2655,BTM,12.906657,77.612931,1090,1,2016,2020,7040249,10676674
2656,BTM,12.918743,77.611079,2960,2,2018,2022,20467979,25009014
2657,Jayanagar,12.921666,77.590884,1700,4,2020,2022,18740587,21497584
2658,Whitefield,12.977269,77.749456,1463,3,2020,2024,8643247,10844084
2659,Jayanagar,12.919134,77.593554,3023,1,2020,2023,36227886,50155470
2660,Electronic City,12.849019,77.656316,2057,1,2020,2025,8690348,11128723
2661,Jayanagar,12.930151,77.586546,1003,2,2018,2020,10905928,13123695
2662,Electronic City,12.836238,77.661458,2565,1,2020,2021,12057532,13029705
2663,Whitefield,12.974161,77.74319,3133,1,2015,2020,16134890,27358955
2664,Indiranagar,12.966825,77.646504,1366,5,2020,2022,17204377,20368896
2665,Whitefield,12.976106,77.759058,2292,2,2017,2020,12066189,14485439
2666,Electronic City,12.845203,77.65982,3767,1,2017,2020,17343137,21152573
2667,Whitefield,12.972736,77.754606,2976,5,2018,2023,16313743,28448074
2668,Hebbal,13.036085,77.594662,1776,2,2021,2025,13488781,20873512
2669,Hebbal,13.026813,77.606651,1695,2,2016,2019,13738395,18693815
2670,Jayanagar,12.930772,77.58498,3998,2,2021,2024,43944100,58552683
2671,Hebbal,13.032117,77.589656,3591,1,2020,2024,31477332,46947223
2672,BTM,12.918904,77.620085,2224,4,2017,2019,14137352,16806594
2673,Whitefield,12.97772,77.75361,1673,1,2016,2019,8699293,11551045
2674,Electronic City,12.855217,77.666506,3199,2,2015,2019,15707838,21891819
2675,Whitefield,12.965495,77.758308,3049,2,2020,2024,15175404,19155956
2676,Hebbal,13.034353,77.60629,3442,2,2018,2022,29510840,36063276
2677,Indiranagar,12.966911,77.649905,3673,4,2020,2025,41899610,60183629
2678,Whitefield,12.972017,77.741666,2335,5,2022,2024,13427628,16326077
2679,Hebbal,13.035296,77.592599,1048,2,2018,2021,7603485,9620402
2680,Jayanagar,12.931566,77.593102,2282,1,2015,2018,22727560,27629523
2681,Indiranagar,12.978464,77.642481,1450,2,2022,2025,18984232,22290130
2682,Indiranagar,12.96341,77.634172,1895,3,2016,2018,24759627,30951513
2683,Indiranagar,12.970721,77.639447,3400,3,2022,2025,39957098,54561930
2684,Whitefield,12.960646,77.756324,3555,3,2020,2021,21167902,22288382
2685,Hebbal,13.02621,77.592183,1158,3,2015,2020,9309914,13583743
2686,Indiranagar,12.971908,77.634289,1206,1,2016,2018,13375765,16690198
2687,Whitefield,12.967137,77.755296,3280,3,2018,2021,16525026,20520480
2688,Jayanagar,12.91643,77.586248,2476,3,2022,2026,25643909,39794720
2689,Indiranagar,12.9698,77.634972,1900,2,2019,2022,21368029,28862273
2690,Jayanagar,12.920309,77.601645,3861,5,2019,2022,41475455,55863921
2691,Electronic City,12.852343,77.66751,1853,4,2017,2018,8414250,9121545
2692,Hebbal,13.037795,77.591508,1373,3,2017,2022,11586786,16952165
2693,Jayanagar,12.9176,77.587662,2892,4,2015,2018,33903083,45714584
2694,Hebbal,13.040496,77.588547,866,3,2016,2020,6270883,8397272
2695,BTM,12.922513,77.610223,1758,5,2017,2018,12159555,12868157
2696,Whitefield,12.972542,77.754123,1496,4,2017,2021,8223764,10862006
2697,Jayanagar,12.931906,77.601748,3279,1,2017,2018,35728247,39744275
2698,Electronic City,12.837401,77.653206,940,3,2018,2021,3815690,5248625
2699,Indiranagar,12.963496,77.64757,2217,5,2022,2023,25550124,26855015
2700,Jayanagar,12.9194,77.60166,3742,3,2017,2022,38711979,61459693
2701,Hebbal,13.031175,77.601576,3709,5,2017,2021,28165642,37317062
2702,Whitefield,12.972369,77.748497,1865,4,2018,2023,11041946,16644640
2703,BTM,12.9133,77.611447,2120,2,2021,2024,13368108,15945524
2704,Electronic City,12.841289,77.663907,1879,2,2022,2027,8844593,14033932
2705,Indiranagar,12.975397,77.649796,1067,2,2015,2018,12659958,15686275
2706,BTM,12.924313,77.615901,2971,4,2019,2023,22786408,28317787
2707,BTM,12.920177,77.607945,743,3,2019,2022,4982573,6171576
2708,BTM,12.917404,77.61482,2387,1,2016,2021,18060733,24769509
2709,Whitefield,12.963127,77.742874,3924,2,2015,2018,23101768,31714494
2710,Hebbal,13.044169,77.591801,1236,3,2017,2020,9861810,11458274
2711,Whitefield,12.974276,77.753122,1490,4,2018,2023,8402659,11794987
2712,Electronic City,12.838248,77.663918,2212,4,2015,2019,9807824,12326046
2713,BTM,12.914973,77.601135,2706,1,2020,2025,17417885,26128055
2714,Electronic City,12.855039,77.652936,2941,3,2017,2020,13543497,18545320
2715,BTM,12.915246,77.606767,2365,5,2020,2025,17814387,31037171
2716,Whitefield,12.95991,77.758417,2478,5,2022,2025,13147073,16679369
2717,BTM,12.912139,77.604131,1204,5,2020,2022,8519062,10547636
2718,Hebbal,13.031735,77.588569,3563,1,2021,2026,25686788,34980030
2719,Electronic City,12.835771,77.668938,755,1,2020,2021,3239795,3614636
2720,Electronic City,12.854791,77.664442,1725,1,2020,2024,7438195,9264175
2721,Indiranagar,12.975133,77.639143,1636,5,2022,2023,18661927,19809945
2722,BTM,12.911395,77.616705,1117,1,2016,2018,7291926,8534943
2723,Indiranagar,12.974391,77.646908,2328,3,2019,2021,27803432,31544188
2724,Hebbal,13.027459,77.602868,1026,5,2015,2020,7693938,9927065
2725,Indiranagar,12.980198,77.63683,2846,3,2015,2019,37160838,53364246
2726,Indiranagar,12.967188,77.637819,1949,4,2022,2024,24266534,28630393
2727,Whitefield,12.971855,77.744361,3930,4,2018,2023,20932310,32379178
2728,Indiranagar,12.970086,77.635535,2132,4,2022,2026,23929432,29606276
